model,ap_compression,ap_regular,ap_average,accuracy,training_time,comp_sensitivity,comp_fa_per_day,reg_sensitivity,reg_fa_per_day,precision_comp,recall_comp,f1_comp,precision_reg,recall_reg,f1_reg
cnn,0.2688630746333752,0.7241159915283025,0.4964895330808389,0.9838552389207932,0.19703102111816406,0.7272727272066115,0.49264705882352944,0.9803921568435218,1.0,0.10666666666666667,0.7272727272727273,0.18604651162790697,0.3305785123966942,0.7843137254901961,0.46511627906976744
logistic_regression,0.16433883433825514,0.13488440703384957,0.14961162068605235,0.9798461371762921,0.060830116271972656,0.7272727272066115,0.49264705882352944,0.33333333332679743,0.9926470588235294,0.10666666666666667,0.7272727272727273,0.18604651162790697,0.12121212121212122,0.23529411764705882,0.16
